Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 00:00:06.627,114251.9,0.006,BTCUSDT
2025-09-30 00:00:06.627,114251.7,0.002,BTCUSDT
2025-09-30 00:00:06.627,114251.3,0.06,BTCUSDT
2025-09-30 00:00:06.627,114251.3,0.003,BTCUSDT
2025-09-30 00:00:06.627,114251.3,0.001,BTCUSDT
2025-09-30 00:00:06.627,114251.2,0.478,BTCUSDT
2025-09-30 00:00:06.627,114250.9,0.002,BTCUSDT
2025-09-30 00:00:06.627,114250.8,0.002,BTCUSDT
2025-09-30 00:00:06.627,114250.6,0.005,BTCUSDT
2025-09-30 00:00:06.627,114250.6,0.067,BTCUSDT
2025-09-30 00:00:06.627,114250.5,0.001,BTCUSDT
2025-09-30 00:00:06.627,114250.3,0.087,BTCUSDT
2025-09-30 00:00:06.627,114250.2,0.002,BTCUSDT
2025-09-30 00:00:06.627,114250.2,0.001,BTCUSDT
2025-09-30 00:00:06.627,114250.2,0.001,BTCUSDT
2025-09-30 00:00:06.627,114250.1,0.533,BTCUSDT
2025-09-30 00:00:06.627,114250.0,0.001,BTCUSDT
2025-09-30 00:00:06.627,114250.0,0.001,BTCUSDT
2025-09-30 00:00:06.627,114249.8,0.002,BTCUSDT
2025-09-30 00:00:06.627,114249.6,0.001,BTCUSDT
2025-09-30 00:00:06.627,114249.5,0.002,BTCUSDT
2025-09-30 00:00:06.627,114249.5,0.027,BTCUSDT
2025-09-30 00:00:06.627,114249.4,0.001,BTCUSDT
2025-09-30 00:00:06.627,114249.3,0.065,BTCUSDT
2025-09-30 00:00:06.627,114249.3,0.001,BTCUSDT
2025-09-30 00:00:06.627,114249.3,1.332,BTCUSDT
2025-09-30 00:00:06.627,114249.2,0.35,BTCUSDT
2025-09-30 00:00:06.711,114249.3,0.001,BTCUSDT
2025-09-30 00:00:06.711,114249.3,0.001,BTCUSDT
2025-09-30 00:00:06.711,114249.3,0.001,BTCUSDT
2025-09-30 00:00:06.711,114249.3,0.001,BTCUSDT
2025-09-30 00:00:06.711,114249.3,0.001,BTCUSDT
2025-09-30 00:00:06.711,114249.3,0.043,BTCUSDT
2025-09-30 00:00:06.711,114249.3,0.001,BTCUSDT
2025-09-30 00:00:06.711,114249.3,0.001,BTCUSDT
2025-09-30 00:00:06.711,114249.3,0.005,BTCUSDT
2025-09-30 00:00:06.711,114249.3,0.006,BTCUSDT
2025-09-30 00:00:06.711,114249.4,0.002,BTCUSDT
2025-09-30 00:00:06.711,114249.4,0.001,BTCUSDT
2025-09-30 00:00:06.711,114249.4,0.001,BTCUSDT
2025-09-30 00:00:06.711,114249.6,0.001,BTCUSDT
2025-09-30 00:00:06.711,114249.6,0.001,BTCUSDT
2025-09-30 00:00:06.711,114249.6,0.001,BTCUSDT
2025-09-30 00:00:06.712,114250.0,0.001,BTCUSDT
2025-09-30 00:00:06.712,114250.0,0.069,BTCUSDT
